COD;DESCC;SIGLAS;DIRECC;DPA;ORGA;NAE;FORG;FFI;UNI;SUB;SUBORD;TIPO;EP
14084;"EMPRESA DE ARTES GRAFICAS ""FEDERICO ENGELS""";-  -  -  -  -  -  -  -;VIA BLANCA Y PALATINO S/N;2310;501;2421;02;1;999;000000501;0;EMP;0
14086;"PALACIO DE PIONEROS ""JOSE MARTI""";-  -  -  -  -  -  -  -;CALLE 12 NO. 506 E/ QUINTA AVENIDA Y SEPTIMA;2301;313;8710;05;2;999;000000313;1;UP;0
14087;EMPRESA MUNICIPAL DE SERVICIOS BASICOS A LA SALUD DE LA ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 39A S/N ESQUINA A 43A;4001;325;5190;02;1;695;14389;2;EMP;0
14088;CAMPAMENTO DE PIONEROS ISMAELILLO;-  -  -  -  -  -  -  -;CARRETERA A TRINIDAD KM. 57, LA TATAGUA. ISMAELILLO;2706;221;8710;05;2;999;000000221;0;UP;0
14089;CAMPAMENTO DE PIONEROS MARAVILLA DE LA INFANCIA;-  -  -  -  -  -  -  -;AVENIDA 1RA. ENTRE 20 Y 21;2502;221;8710;05;2;999;000000221;0;UP;0
14090;"PALACIO VILLA DE PIONEROS ""ERNESTO CHE GUEVARA""";-  -  -  -  -  -  -  -;CALLE 100 Y CORTINA DE LA PRESA, PARQUE LENIN;2314;221;8710;05;2;999;000000221;0;UP;0
14092;COMPLEJO TRIBUNA ANTIMPERIALISTA Y MONTE DE LAS BANDERAS;-  -  -  -  -  -  -  -;CALLE M S/N ENTRE MALECON Y CALZADA;2302;313;9439;05;2;999;000000313;1;UP;0
14093;EMPRESA PROVINCIAL DE ASEGURAMIENTO Y SERVICIOS A LA SALUD DE MATANZAS;-  -  -  -  -  -  -  -;CALLE 93 NO. 34001 ENTRE 340 Y 358, RAPARTO NARANJAL NORTE;2501;314;5190;02;1;999;000000314;1;EMP;0
14094;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE MATANZAS;-  -  -  -  -  -  -  -;MANZANO NO. 54 E/ AYUNTAMIENTO Y JOVELLANOS;2501;314;5331;02;1;999;000000314;1;EMP;0
14095;GRUPO EMPRESARIAL DE LOS SERVICIOS DEL COMERCIO INTERIOR;GESCI;CALLE 84 NUMERO 502 ENTRE QUINTA AVENIDA Y QUINTA A. MIRAMAR;2301;171;7214;06;1;621;000000171;0;GRUP;0
14096;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE CIENFUEGOS;-  -  -  -  -  -  -  -;AVE 52 NO. 5109 E/ 51 Y 53;2707;316;5331;02;1;999;000000316;1;EMP;0
14097;GRUPO EMPRESARIAL DE LA INDUSTRIA ALIMENTARIA;-  -  -  -  -  -  -  -;AVENIDA LA PESQUERA Y ATARES, EDIFICIO PUERTO PESQUERO DE LA HABANA, SEGUNDO PISO;2304;111;7214;06;1;624;000000111;0;GRUP;0
14100;EMPRESA PROVINCIAL DE SERVICIOS DE CIUDAD;-  -  -  -  -  -  -  -;FRANCISQUITO, NO. 134 ENTRE JESUS MARIA Y ROSARIO;3008;319;7514;02;1;999;000000470;1;EMP;0
14101;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE LAS TUNAS;-  -  -  -  -  -  -  -;CARRETERA CENTRAL OESTE KM. 2 1/2 REPARTO AGUILERA;3105;320;5331;02;1;999;000000320;1;EMP;0
14102;EMPRESA PROVINCIAL DE ASEGURAMIENTO A LA SALUD DE LAS TUNAS;EPAS;RAMON ORTUNO 137 E CARRETERA CENTRAL Y COLON;3105;320;5190;02;1;999;000000320;1;EMP;0
14103;EMPRESA DE SERVICIOS INGENIEROS PARA LA DIRECCION INTEGRADA DE PROYECTOS MARIEL;ESI DIP MARIEL;CARRETERA DE QUIEBRA HACHA A VISTA DEL MAR, KM 8 1/2;2202;271;4520;02;1;020;000060446;0;EMP;0
14104;ACADEMIA DE CIENCIAS DE CUBA;ACC;CALLE CUBA, NUMERO 460, ENTRE BRASIL (TENIENTE REY) Y AMARGURA;2304;211;7512;05;2;999;000000211;0;UP;0
14106;GRUPO DE EMPRESAS PRODUCTORAS DE BIENES DE CAPITAL;GBK;CALLE 36 A NO. 712 ENTRE 7MA Y 42, MIRAMAR.;2301;102;7214;06;1;693;14387;0;GRUP;0
14107;GRUPO DE EMPRESAS PRODUCTORAS DE LA RAMA MECANICA.;GEM;AVENIDA RANCHO BOYEROS Y CRUCERO ARMADA.;2313;102;7214;06;1;693;14387;0;GRUP;0
14108;GRUPO DE EMPRESAS PRODUCTORAS DE BIENES DE CONSUMO.;GBC;CALLE LINEA S/N ENTRE 16 Y 18, VEDADO.;2302;102;7214;06;1;693;14387;0;GRUP;0
14109;"EMPRESA INDUSTRIAL MECANICA JOVELLANOS ""2 DE SEPTIEMBRE"".";-  -  -  -  -  -  -  -;AVENIDA 10, CARRETERA A CARLOS ROJAS, ACCESO AL BATEY E/ AVENIDA O Y LINEA DEL FERROCARRIL.;2506;102;3399;02;1;832;11291;0;EMP;1
14110;EMPRESA NACIONAL DE ABASTECIMIENTO Y TRANSPORTE DEL MINSAP;ENAT;CALLE 15 NO. 807, ENTRE 2 Y 4;2302;241;5190;02;1;655;14204;0;EMP;0
14111;UNIDAD MUNICIPAL DE SALUD DE NAJASA;-  -  -  -  -  -  -  -;CARRETERA DEL SEXTO ANILLO, CUATRO CAMINOS;3012;319;9012;05;2;999;000000483;2;UP;0
14112;ADUANA VILLA CLARA;-  -  -  -  -  -  -  -;"CARRETERA DE MALEZA KM 11 1/2, AEROPUERTO INTERNACIONAL ""ABEL SANTAMARIA""";2609;304;7511;05;2;999;00304;0;UP;0
14113;DIRECCION MUNICIPAL DE SALUD DE BARAGUA;-  -  -  -  -  -  -  -;CALLE B NO. 27 A ENTRE SEGUNDA Y TERCERA, GASPAR;2910;318;9012;05;2;999;000000461;2;UP;0
14114;PODER POPULAR PROVINCIAL DE ARTEMISA;-  -  -  -  -  -  -  -;FINCA SAN LEON S/N, PLAN PLATANO;2209;326;7511;05;2;999;;1;UP;0
14115;PODER POPULAR PROVINCIAL DE MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA CENTRAL S/N, ENTRE 112 Y 114, REPARTO EL QUINTO;2402;327;7511;05;2;999;;1;UP;0
14117;EMPRESA MUNICIPAL DE FARMACIAS Y OPTICAS DE LA ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 41 ENTRE CALLES 22 Y 24;4001;325;5331;02;1;695;14389;2;EMP;0
14118;EMPRESA PROVINCIAL DE CONSERVACION, REHABILITACION Y SERVICIOS A LA VIVIENDA DE GRANMA;-  -  -  -  -  -  -  -;CALLE JOSE ANTONIO SACO NO. 9 ENTRE CESPEDES Y MAXIMO GOMEZ;3304;322;4520;02;1;999;000000530;1;EMP;0
14119;CENTRO DE TECNOLOGIA Y CALIDAD INDUSTRIAL;CTEC;CALLE REINA NO. 410 E/ GERVASIO Y ESCOBAR;2303;102;7120;02;1;693;14387;0;EMP;0
14120;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;CALLE D NO. 114 E/ AVENIDA DE CESPEDES Y CALLE 3RA, REPARTO SUENO;3406;323;5331;02;1;999;00323;1;EMP;1
14121;EMPRESA PROVINCIAL COMERCIALIZADORA MAYORISTA Y DE SERVICIOS TECNICOS A LA SALUD DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;FELIX PENA NO. 708 E/ SAN BASILIO Y SANTA LUCIA SANTIA;3406;323;5190;02;1;999;000000323;1;EMP;0
14122;GRUPO EMPRESARIAL DE COMERCIO SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;JOSE ANTONIO SACO NO. 203 ALTOS, ENTRE FELIX PENA Y CORONA;3406;323;7214;06;1;651;00550;1;GRUP;0
14123;"CENTRO DE INVESTIGACION, DESARROLLO Y PRODUCCION ""GRITO DE BAIRE"" (CIDP ""GRITO DE BAIRE"")";-  -  -  -  -  -  -  -;SANTA ANA S/N, ENTRE 47 Y REFORMA, NUEVO VEDADO;2302;271;8010;02;1;686;000012330;0;EMP;0
14124;"CENTRO DE INVESTIGACION Y DESARROLLO DEL ARMAMENTO DE INFANTERIA ""CIDAI""";-  -  -  -  -  -  -  -;CIRCUNVALACION NORTE, KM 8 1/2;3008;271;8010;02;1;686;000012330;0;EMP;0
14125;"CENTRO DE INVESTIGACION Y DESARROLLO DEL ARMAMENTO DE ARTILLERIA E INSTRUMENTOS OPTICOS ELECTRONICOS ""CIDAO""";-  -  -  -  -  -  -  -;BARRIO LIBERACION (APARTADO 7034);2402;271;8010;02;1;686;000012330;0;EMP;0
14126;"ESCUELA DE INICIACION DEPORTIVA ""MARINA SAMUEL NOBLES""";-  -  -  -  -  -  -  -;CIRCUNVALACION Y AVENIDA DE LOS DEPORTES;2908;318;8521;05;2;999;000000318;1;UP;0
14127;DIRECCION MUNICIPAL DE DEPORTES DE CHAMBAS;-  -  -  -  -  -  -  -;CALLE CAPDEVILLA S/N ESQUINA CALIXTO GARCIA;2901;318;9510;05;2;999;000000451;2;UP;0
14128;EMPRESA PROVINCIAL DE CONSERVACION, REHABILITACION Y SERVICIOS A LA VIVIENDA DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;LIBERTAD NO.69 ENTRE HONORATO DEL CASTILLO Y MACEO;2908;318;4520;02;1;999;000000318;1;EMP;0
14129;EMPRESA PROVINCIAL DE SERVICIOS A LA SALUD DE HOLGUIN;-  -  -  -  -  -  -  -;CARRETERA CENTRAL S/N ENTRE SAN PABLO Y ANGEL GUERRA;3206;321;5190;02;1;999;000000321;1;EMP;0
14130;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE HOLGUIN;-  -  -  -  -  -  -  -;MIRO NO. 84 E/ FREXES Y MARTI;3206;321;5331;02;1;999;000000321;1;EMP;1
14131;EMPRESA PROVINCIAL DE CONSERVACION, REHABILITACION Y SERVICIOS A LA VIVIENDA DE HOLGUIN;-  -  -  -  -  -  -  -;CALLE LIBERTAD NO. 61 E/ LAS CALLES CUBA Y HABANA;3206;321;4520;02;1;999;000000321;1;EMP;0
14133;EMPRESA PROVINCIAL DE ALOJAMIENTO SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 384;2807;317;5520;02;1;999;000000317;1;EMP;0
14134;CENTRO PROVINCIAL DEL LIBRO Y LA LITERATURA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL ESQ. INDEPENDENCIA;2908;318;5335;05;2;999;000000318;1;UP;0
14135;CENTRO PROVINCIAL DEL CINE DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;MACEO E/ LIBERTAD Y MAXIMO GOMEZ;2908;318;9411;05;2;999;000000318;1;UP;0
14136;UNIDAD PROVINCIAL DE APOYO A LA ACTIVIDAD CULTURAL CIEGO DE AVILA;-  -  -  -  -  -  -  -;JOAQUIN AGUERO E/ MACEO Y SIMON REYES;2908;318;9439;05;2;999;000000318;1;UP;0
14137;UNIDAD MUNICIPAL DE APOYO A LA ACTIVIDAD CULTURAL DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;MARCIAL GOMEZ NO. 106 E/ MAXIMO GOMEZ Y SERAFIN SANCHEZ;2908;318;9439;05;2;999;000000318;2;UP;0
14138;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE VILLA CLARA;-  -  -  -  -  -  -  -;CALLE CUBA NO. 174 ENTRE SAN MIGUEL Y NAZARENO;2609;315;5331;02;1;999;000000315;1;EMP;1
14139;EMPRESA PROVINCIAL DE ASEGURMIENTO Y TRANSPORTE DE LA SALUD DE VILLA CLARA;-  -  -  -  -  -  -  -;CARRETERA DE CAMAJUANI S/N, ENTRE OBDULIO MORALES Y LIBERTAD;2609;315;5190;02;1;999;00410;1;EMP;0
14140;EMPRESA DE TRANSPORTACION Y SERVICIOS A LA MECANIZACION;TRANZMEC;CALLE PERLA S/N E/ 2DA Y 3RA, LOS PINOS;2313;658;6023;02;1;658;14249;0;EMP;0
14141;EMPRESA DE LOGISTICA AZUMAT;-  -  -  -  -  -  -  -;AVENIDA JESUS LOPEZ NO. 102 ENTRE VILLANUEVA Y LINEA FERROCARRIL;2304;658;5150;02;1;658;14249;0;EMP;1
14142;EMPRESA DE SERVICIOS TECNICOS INDUSTRIALES;ZETI;CALLE 23 NO. 171 ENTRE N Y O;2302;658;4520;02;1;658;14249;0;EMP;1
14143;EMPRESA DE MANTENIMIENTO Y SISTEMAS INGENIEROS;EMSI;INFANTA NO. 1160, ESQUINA A CLAVEL;2303;241;7120;02;1;655;14204;0;EMP;0
14144;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE PINAR DEL RIO;-  -  -  -  -  -  -  -;CALLE GERARDO MEDINA NO. 25;2108;311;5331;02;1;999;000000311;1;EMP;0
14145;EMPRESA PROVINCIAL DE CONSERVACION, REHABILITACION Y SERVICIOS A LA VIVIENDA DE PINAR DEL RIO;-  -  -  -  -  -  -  -;CALLE RAFAEL MORALES NO. 246;2108;311;4520;02;1;999;000000311;1;EMP;0
14146;GRUPO EMPRESARIAL MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA MANAGUACO KM 1/2;2402;327;7214;06;1;653;14115;1;GRUP;0
14147;EMPRESA PROVINCIAL DE COMUNALES MAYABEQUE;"""VERLINDA""";CARRETERA MANAGUACO KM 1/2;2402;327;9600;02;1;653;000014146;1;EMP;0
14148;EMPRESA PROVINCIAL DE SEGURIDAD Y PROTECCION DE MAYABEQUE;ESPMAY;CARRETERA MANAGUACO KM 1/2;2402;327;7290;02;1;653;000014146;1;EMP;0
14149;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA MANAGUACO KM 1/2;2402;327;5331;02;1;653;000014146;1;EMP;0
14150;EMPRESA PROVINCIAL DE ALIMENTOS Y PRODUCCIONES VARIAS MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA MANAGUACO KM 1/2;2402;327;1541;02;1;653;000014146;1;EMP;0
14151;ADMINISTRACION Y SERVICIOS MAYABEQUE;UPAS MAYABEQUE;"AVE. 47 ENTRE 114 Y 122, REPARTO ""EL QUINTO""";2402;327;7511;05;2;999;000000327;1;UP;0
14152;GRUPO EMPRESARIAL ARTEMISA;-  -  -  -  -  -  -  -;CALLE 31 ENTRE 44 Y 46;2209;326;7214;06;1;652;000000326;1;GRUP;0
14153;EMPRESA PROVINCIAL DE TRANSPORTE ARTEMISA;-  -  -  -  -  -  -  -;CALLE 29, ESQUINA 44;2209;326;6021;02;1;652;000014152;1;EMP;0
14154;EMPRESA PROVINCIAL DE COMUNALES ARTEMISA;"""HIVERNE""";CALLE 50 ESQUINA 37;2209;326;9600;02;1;652;000014152;1;EMP;1
14155;EMPRESA PROVINCIAL DE CONSTRUCCION Y MANTENIMIENTO ARTEMISA;-  -  -  -  -  -  -  -;COMUNIDAD PORTUGUES KM. 65;2209;326;4520;02;1;652;000014152;1;EMP;1
14156;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS ARTEMISA;-  -  -  -  -  -  -  -;CALLE 50 ESQUINA 29;2209;326;5331;02;1;652;000014152;1;EMP;0
14157;EMPRESA PROVINCIAL DE PRODUCCIONES ALIMENTARIAS Y DE ARTICULOS VARIOS ARTEMISA;-  -  -  -  -  -  -  -;CALLE 31 ESQUINA 40;2209;326;5190;02;1;652;000014152;1;EMP;1
14159;ADMINISTRACION Y SERVICIOS ARTEMISA;UPAS ARTEMISA;FINCA SAN LEON, PLAN PLATANO;2209;326;7511;05;2;999;000000326;1;UP;0
14160;COMITE PROVINCIAL DEL PCC ARTEMISA;-  -  -  -  -  -  -  -;FINCA SAN JUSTO, PLAN PLATANO;2209;501;9792;29;1;999;000000501;0;OPM;0
14161;COMITE PROVINCIAL DEL PCC MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA GUINES KM. 8;2402;501;9792;29;1;999;000000501;0;OPM;0
14162;EMPRESA DE PRODUCCIONES PARA EL ARTE Y ESPECTACULOS;TECNOESCENA;CALLE 6 NO. 113, ENTRE 1RA Y 3RA;2301;234;2010;02;1;999;000000234;0;EMP;0
14163;OFICINA DEL REPRESENTANTE DEL GOBIERNO EN LA PENINSULA DE HICACOS;-  -  -  -  -  -  -  -;AVE.1RA ESQ. CALLE 28, VARADERO S/N;2502;998;7511;05;2;999;14056;0;up;0
14164;EMPRESA ELECTRICA DE ARTEMISA;OBE ARTEMISA;CALLE 12, ENTRE 3RA Y 5TA, CAYO LA ROSA;2205;104;4010;02;1;620;02704;0;EMP;1
14165;EMPRESA PROVINCIAL DE ABASTECIMIENTO Y SERVICIOS A LA SALUD DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM. 464 ESTE;2908;318;5190;02;1;999;00450;1;emp;0
14166;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CARRETERA MORON KM. 3 1/2 INTERIOR;2908;318;5331;02;1;999;00450;1;emp;0
14167;EMPRESA MUNICIPAL DE COMERCIO DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CHICHO VALDES NO. 56  E/ HONORATO DEL CASTILLO Y MACEO;2908;318;5335;02;1;667;14285;2;EMP;0
14168;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;AVE. MARTIRES NO. 409 E/ LEPANTO Y CUARTEL, OLIVOS I;2807;317;5331;02;1;999;00440;1;emp;1
14169;EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE ARTEMISA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM.54 1/2, FINCA LA CLARITA;2203;326;4230;02;1;652;14152;1;EMP;0
14170;EMPRESA DE APROVECHAMIENTO HIDRAULICO DE ARTEMISA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM.58 1/2;2209;113;4230;02;1;907;12589;0;emp;0
14171;TRIBUNAL PROVINCIAL POPULAR DE MAYABEQUE;-  -  -  -  -  -  -  -;AVENIDA 47, ESQUINA A 80;2402;267;7523;05;2;999;00267;0;up;0
14172;TRIBUNAL PROVINCIAL POPULAR DE ARTEMISA;-  -  -  -  -  -  -  -;CALLE 26 E/ 37 Y 41;2209;267;7523;05;2;999;00267;0;up;0
14173;EMPRESA MAYORISTA DE PRODUCTOS ALIMENTICIOS Y OTROS BIENES DE CONSUMO DE MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA SAN JOSE A TAPASTE KM. 2 1/2;2402;171;5190;02;1;902;13309;0;EMP;0
14174;EMPRESA PROVINCIAL DE FARMACIAS Y OPTICAS DE CAMAGUEY;-  -  -  -  -  -  -  -;CALLE AVELLANEDA NO. 225,  ALTOS, ESQUINA A SAN ESTEBAN;3008;319;5331;02;1;999;00470;1;EMP;0
14175;EMPRESA PROVINCIAL DE ASEGURAMIENTO Y SERVICIOS ESPECIALIZADOS A LA SALUD DE CAMAGUEY;-  -  -  -  -  -  -  -;CALLE 7MA. S/N E/ SEGUNDA Y AVENIDA FINLAY, REPARTO. PUERTO PRINCIPE;3008;319;5190;02;1;999;00470;1;EMP;0
14176;GRUPO EMPRESARIAL DE COMERCIO DE GRANMA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL VIA SANTIAGO NO. 488;3304;322;7214;06;1;688;00530;1;GRUP;0
14177;EMPRESA COMERCIALIZADORA Y DE SERVICIOS DE PRODUCTOS UNIVERSALES DE ARTEMISA;-  -  -  -  -  -  -  -;CALLE 80 NO. 6308 ENTRE 63 Y 65;2203;171;5190;02;1;903;13515;0;EMP;0
14178;EMPRESA COMERCIALIZADORA Y DE SERVICIOS DE PRODUCTOS UNIVERSALES DE MAYABEQUE;-  -  -  -  -  -  -  -;AVENIDA 47 NO. 6413 ENTRE 64 Y 68;2402;171;5190;02;1;903;13515;0;EMP;0
14179;EMPRESA PROVINCIAL DE ASEGURAMIENTOS Y SERVICIOS A LA SALUD PINAR DEL RIO;EMPASS;CALLE LOS PINOS, REPARTO HERMANOS CRUZ;2108;311;5190;02;1;999;00310;1;EMP;0
14180;DELEGACION TERRITORIAL DEL ICRT MAYABEQUE;-  -  -  -  -  -  -  -;CALLE 104, NO. 4302, ENTRE 4302, ENTRE 43 Y FINAL,JAMAICA;2402;233;7214;05;2;999;00233;0;UP;0
14181;DELEGACION TERRITORIAL DEL ICRT ARTEMISA;-  -  -  -  -  -  -  -;CALLE 29, NO. 1026, ENTRE 10 Y 12, REPARTO NUEVO;2209;233;7214;05;2;999;00233;0;UP;0
14182;"INSTITUTO POLITECNICO PROVINCIAL AGROPECUARIO ""MANUEL TAMES GUERRA"" DE GUANTANAMO";-  -  -  -  -  -  -  -;CARRETERA A SANTIAGO DE CUBA KM. 9 1/2;3510;324;8522;05;2;999;00560;1;UP;0
14183;"ESCUELA PROVINCIAL DE INSTRUCTORES DE ARTE DE GUANTANAMO ""JOSE MARCELINO MACEO GRAJALES""";-  -  -  -  -  -  -  -;AVENIDA 26 DE JULIO ENTRE 16 Y 18 NORTE;3509;324;8522;05;2;999;00560;1;UP;0
14184;EMPRESA PROVINCIAL DE PASAJEROS POR OMNIBUS DE PINAR DEL RIO;-  -  -  -  -  -  -  -;KM UNO Y MEDIO DE LA CARRETERA A SAN JUAN Y MARTINEZ;2108;311;6021;02;1;906;13854;1;EMP;0
14185;EMPRESA PROVINCIAL DE TRANSPORTE DE CARGAS Y PASAJEROS DE PINAR DEL RIO;-  -  -  -  -  -  -  -;KM UNO Y MEDIO DE LA CARRETERA A SAN JUAN Y MARTINEZ;2108;311;6021;02;1;906;13854;1;EMP;0
14186;DIRECCION PROVINCIAL DE JUSTICIA DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;JOAQUIN DE AGUERO NO. 72 ENTRE MACEO Y HONORATO DEL CASTILLO;2908;318;7211;05;2;999;00450;1;UP;0
14187;DELEGACION PROVINCIAL DEL MINISTERIO DE LA AGRICULTURA EN ARTEMISA;-  -  -  -  -  -  -  -;CARRETERA WATERLOO, FINCA LA ESPERANZA;2209;326;7513;05;2;999;14114;1;UP;0
14189;EMPRESA PROVINCIAL DE MATERIALES DE CONSTRUCCION DE MATANZAS;-  -  -  -  -  -  -  -;INDEPENDENCIA NO. 92 E/ ZARAGOZA Y MANZANEDA.;2501;314;3192;02;1;999;00380;1;EMP;0
14190;INSTITUTO DE INVESTIGACIONES AGRO-FORESTALES;INAF;CALLE 174 NO. 1723 E/ 17-B Y 17-C, RPTO. SIBONEY;2301;131;8010;05;2;999;00131;0;UP;0
14191;FISCALIA PROVINCIAL DE ARTEMISA;-  -  -  -  -  -  -  -;CALLE 40 ENTRE 37 Y 39;2209;268;7523;05;2;999;00268;0;UP;0
14192;FISCALIA PROVINCIAL DE MAYABEQUE;-  -  -  -  -  -  -  -;CALLE 54 ENTRE 27 Y 28;2402;268;7523;05;2;999;00268;0;UP;0
14193;CENTRO DE BIOFISICA MEDICA;CBM;PATRICIO LUMUMBA S/N;3406;223;8010;05;2;999;06824;0;UP;0
14194;EMPRESA DE CONFITERIA Y DERIVADOS DE LA HARINA;-  -  -  -  -  -  -  -;CALLE RODRIGUEZ NO. 44 ENTRE RABI Y 10 DE OCTUBRE;2309;111;1543;02;1;624;14097;0;EMP;0
14195;GRUPO EMPRESARIAL AGROPECUARIO Y FORESTAL ARTEMISA;-  -  -  -  -  -  -  -;CARRETERA WATERLOO, FINCA LA ESPERANZA;2209;131;7214;06;1;690;00131;0;GRUP;0
14196;GRUPO EMPRESARIAL AGROPECUARIO Y FORESTAL MAYABEQUE;-  -  -  -  -  -  -  -;CARRETERA DE CATALINA, KM 5;2408;131;7214;06;1;691;00131;0;GRUP;0
14197;EMPRESA PROVINCIAL CONSTRUCTORA DE LA ADMINISTRACION LOCAL NO. 2;ECAL NO.2;AVE. DE LOS OCUJES NO. 11811 ESQ. SANTA CATALINA;2310;313;4520;02;1;715;04132;1;EMP;1
14198;EMPRESA PROVINCIAL CONSTRUCTORA DE LA ADMINISTRACION LOCAL NO.3;ECAL NO.3;CALLE 243 NO. 20406 ENTRE 204 Y 218, FONTANAR;2313;313;4520;02;1;715;04132;1;EMP;0
14199;EMPRESA PROVINCIAL CONSTRUCTORA DE LA ADMINISTRACION LOCAL NO. 4;ECAL NO.4;AVENIDA PORVENIR NO. 1366 ENTRE MARIA AUXILIADORA Y KESSEL, VIBORA PARK;2314;313;4520;02;1;715;04132;1;EMP;0
14200;EMPRESA PROVINCIAL CONSTRUCTORA DE LA ADMINISTRACION LOCAL NO. 5;ECAL NO.5;CARRETERA MONUMENTAL KM. 6 1/2 COJIMAR, FINCA LOS CURAS;2306;313;4520;02;1;715;04132;1;EMP;0
14201;EMPRESA PROVINCIAL CONSTRUCTORA DE LA ADMINISTRACION LOCAL NO. 6;ECAL NO.6;MARTINEZ NO. 530 ENTRE POCITO Y TEJAR, LAWTON;2309;313;4520;02;1;715;04132;1;EMP;1
14202;EMPRESA PARA EL CULTIVO DEL CAMARON;-  -  -  -  -  -  -  -;CARRETERA DE LA POLAR Y LINEA DEL FERROCARRIL, EDIFICIO PRINCIPAL- PLANTA BAJA;2310;111;0820;02;1;624;14097;0;EMP;0
14203;EMPRESA DE ASEGURAMIENTO DE LA INDUSTRIA CARNICA;-  -  -  -  -  -  -  -;REQUENA NO.14 ENTRE AVENIDA SALVADOR ALLENDE Y LUGARENO;2302;111;5190;02;1;624;14097;0;EMP;0
14204;GRUPO EMPRESARIAL PARA EL ASEGURAMIENTO DE LA SALUD PUBLICA;GEASP;CALLE 15 NO. 1002 ENTRE 10 Y 12, VEDADO;2302;241;7214;06;1;655;00241;0;GRUP;0
14205;ADUANA POSTAL Y ENVIO;-  -  -  -  -  -  -  -;CALLE VENTO KM 3 1/2 ENTRE CAMAGÜEY Y LINEA DEL FERROCARRIL;2310;304;7511;05;2;999;00304;0;UP;0
14206;GRUPO INDUSTRIAL DE ALIMENTOS Y SILOS;-  -  -  -  -  -  -  -;CALLE CONILL, ESQUINA AVENIDA INDEPENDENCIA, EDIFICIO DEL NIVEL CENTRAL DEL MINISTERIO DE LA AGRICULTURA;2302;131;7214;06;1;656;00131;0;GRUP;0
14207;EMPRESA INDUSTRIAL LUZ PRODUCCIONES;LUZ PRODUCCIONES;CALLE 85, ESQUINA 114;2311;102;2430;02;1;839;11407;0;EMP;0
14208;"COMERCIALIZADORA DE ARTES ESCENICAS ""ESCENARTE""";ESCENARTE;CALLE 6 NO. 111 ENTRE 1RA Y 3RA, MIRAMAR;2301;234;5190;02;1;999;00234;0;EMP;0
14209;CENTRO PROMOTOR DEL HUMOR;-  -  -  -  -  -  -  -;CALLE A NO. 601 (ALTOS), ESQUINA A 25, VEDADO;2302;234;9415;02;1;999;00234;0;EMP;0
14210;"AGENCIA ARTISTICA DE ARTES ESCENICAS ""ACTUAR""";ACTUAR;J NO. 458 (ALTOS) ENTRE 21 Y 23, VEDADO;2302;234;9413;02;1;999;00234;0;EMP;0
14211;"AGENCIA DE REPRESENTACIONES ARTISTICAS ""CARICATOS""";CARICATOS;CALLE 17, ESQUINA M, EDIFICIO FOCSA (1ER PISO), APARTAMENTO 1-L, VEDADO;2302;234;9415;02;1;999;00234;0;EMP;0
14212;EMPRESA GALERIA HABANA;-  -  -  -  -  -  -  -;LINEA NO. 460, ENTRE E Y F;2302;234;5190;02;1;999;00234;0;EMP;0
14213;AGENCIA NACIONAL DE PRODUCCIONES ARTISTICAS;-  -  -  -  -  -  -  -;AVENIDA AYESTARAN NO. 401, ENTRE GENERAL SUAREZ Y PEDRO PEREZ;2310;234;9415;02;1;999;00234;0;EMP;0
